Reported_Date,Type,State,Age_Group,Gender,Cases,Monetary_Loss
1999-05-24,Credit Card Fraud,TX,18-29,Female,73,1205.39
1999-05-26,Government Documents or Benefits Fraud,IL,18-29,Female,59,2613.43
1999-05-26,Credit Card Fraud,NC,50-59,Female,62,2048.3
1999-05-27,Loan or Lease Fraud,FL,60+,Male,50,811.65
1999-05-27,Phone or Utilities Fraud,IL,30-39,Female,64,13500.67
1999-05-28,Phone or Utilities Fraud,FL,18-29,Male,66,1770.05
1999-05-28,Government Documents or Benefits Fraud,TX,30-39,Female,54,1885.51
1999-05-29,Bank Fraud,OH,50-59,Male,56,3546.32
1999-05-29,Credit Card Fraud,FL,30-39,Male,56,1139.69
1999-05-29,Government Documents or Benefits Fraud,IL,40-49,Male,67,2446.18
1999-05-30,Bank Fraud,FL,30-39,Female,39,13809.21
1999-05-31,Bank Fraud,OH,30-39,Female,71,454.83
1999-05-31,Government Documents or Benefits Fraud,FL,40-49,Male,53,2737.93
1999-05-31,Bank Fraud,CA,18-29,Female,60,19440.37
1999-06-03,Phone or Utilities Fraud,NY,18-29,Female,54,9940.15
1999-06-05,Credit Card Fraud,MI,30-39,Female,54,6023.45
1999-06-06,Phone or Utilities Fraud,GA,60+,Female,51,2674.28
1999-06-06,Credit Card Fraud,CA,40-49,Male,50,1972.73
1999-06-07,Bank Fraud,TX,18-29,Female,56,910.01
1999-06-16,Employment Fraud,TX,60+,Female,44,3564.32
1999-06-17,Loan or Lease Fraud,FL,30-39,Female,43,1248.75
1999-06-17,Phone or Utilities Fraud,MI,40-49,Female,53,4604.06
1999-06-19,Loan or Lease Fraud,MI,18-29,Male,61,3184.33
1999-06-19,Credit Card Fraud,CA,30-39,Female,41,1367.45
1999-06-21,Government Documents or Benefits Fraud,TX,30-39,Female,34,2677.42
1999-06-21,Phone or Utilities Fraud,TX,18-29,Female,49,6597.86
1999-06-21,Phone or Utilities Fraud,PA,50-59,Male,40,17109.08
1999-06-21,Credit Card Fraud,TX,18-29,Female,40,
1999-06-22,Phone or Utilities Fraud,FL,60+,Female,56,597.44
1999-06-24,Credit Card Fraud,CA,30-39,Male,68,6283.77
1999-06-24,Credit Card Fraud,NY,30-39,Female,41,1925.54
1999-06-25,Bank Fraud,TX,40-49,Male,32,3190.3
1999-06-25,Employment Fraud,MI,60+,Female,80,7010.24
1999-06-26,Credit Card Fraud,MI,30-39,Male,45,1538.58
1999-06-27,Government Documents or Benefits Fraud,TX,40-49,Male,48,3068.64
1999-06-28,Phone or Utilities Fraud,FL,60+,Female,68,1526.27
1999-06-28,Credit Card Fraud,NY,60+,Female,57,3026.6
1999-06-29,Bank Fraud,CA,50-59,Male,24,25636.89
1999-06-29,Phone or Utilities Fraud,FL,40-49,Female,63,7782.26
1999-06-30,Credit Card Fraud,MI,30-39,Male,47,1697.27
1999-07-01,Government Documents or Benefits Fraud,OH,40-49,Male,35,1388.3
1999-07-03,Bank Fraud,IL,30-39,Male,46,850.37
1999-07-05,Credit Card Fraud,TX,18-29,Male,43,2091.73
1999-07-08,Government Documents or Benefits Fraud,FL,40-49,Female,38,7539.19
1999-07-09,Bank Fraud,FL,50-59,Male,30,1147.12
1999-07-15,Employment Fraud,IL,60+,Male,36,5598.6
1999-07-16,Credit Card Fraud,MI,30-39,Male,40,2034.51
1999-07-17,Government Documents or Benefits Fraud,CA,18-29,Female,43,3468.36
1999-07-18,Government Documents or Benefits Fraud,CA,30-39,Male,45,2288.47
1999-07-18,Bank Fraud,NY,30-39,Female,46,2500.8
1999-07-20,Bank Fraud,NY,18-29,Female,25,583.44
1999-07-21,Loan or Lease Fraud,TX,30-39,Male,41,3002.2
1999-07-21,Bank Fraud,TX,60+,Male,43,3523.23
1999-07-21,Phone or Utilities Fraud,CA,50-59,Female,29,2353.61
1999-07-22,Employment Fraud,CA,50-59,Female,50,12874.12
1999-07-22,Credit Card Fraud,CA,60+,Female,35,25039.31
1999-07-22,Employment Fraud,FL,18-29,Female,24,11540.8
1999-07-25,Loan or Lease Fraud,OH,60+,Female,32,7219.27
1999-07-25,Bank Fraud,TX,40-49,Male,32,19329.25
1999-07-27,Government Documents or Benefits Fraud,TX,30-39,Female,26,3825.87
1999-07-28,Phone or Utilities Fraud,GA,40-49,Female,47,684.48
1999-07-29,Phone or Utilities Fraud,PA,50-59,Female,70,39805.92
1999-07-30,Loan or Lease Fraud,CA,30-39,Female,40,7277.57
1999-07-31,Credit Card Fraud,TX,40-49,Female,52,2931.02
1999-08-01,Credit Card Fraud,FL,40-49,Male,35,631.03
1999-08-01,Loan or Lease Fraud,NC,40-49,Female,56,5606.59
1999-08-02,Employment Fraud,CA,60+,Male,34,3415.42
1999-08-03,Credit Card Fraud,IL,60+,Male,21,1231.78
1999-08-03,Credit Card Fraud,NC,18-29,Male,38,
1999-08-03,Bank Fraud,TX,50-59,Male,58,3053.86
1999-08-04,Tax-Related Fraud,GA,18-29,Female,36,11927.01
1999-08-04,Credit Card Fraud,PA,50-59,Female,38,2688.11
1999-08-04,Phone or Utilities Fraud,GA,18-29,Male,38,717.26
1999-08-05,Tax-Related Fraud,PA,50-59,Female,49,2338.97
1999-08-05,Employment Fraud,TX,50-59,Female,49,4909.36
1999-08-06,Phone or Utilities Fraud,GA,40-49,Male,26,1892.15
1999-08-06,Phone or Utilities Fraud,TX,30-39,Male,44,2959.97
1999-08-08,Government Documents or Benefits Fraud,OH,50-59,Female,43,1972.71
1999-08-08,Government Documents or Benefits Fraud,CA,30-39,Male,25,2996.34
1999-08-09,Loan or Lease Fraud,CA,40-49,Female,34,2057.2
1999-08-10,Tax-Related Fraud,CA,18-29,Female,19,432.05
1999-08-11,Loan or Lease Fraud,CA,50-59,Female,41,3940.4
1999-08-12,Government Documents or Benefits Fraud,NY,30-39,Other,39,3961.0
1999-08-14,Loan or Lease Fraud,NY,30-39,Female,17,2036.61
1999-08-16,Bank Fraud,OH,50-59,Male,33,13503.8
1999-08-16,Bank Fraud,MI,50-59,Male,21,5946.98
1999-08-17,Loan or Lease Fraud,CA,30-39,Female,13,6885.17
1999-08-18,Employment Fraud,TX,50-59,Female,37,1495.67
1999-08-19,Credit Card Fraud,OH,18-29,Female,23,1985.36
1999-08-21,Credit Card Fraud,TX,30-39,Female,26,2177.35
1999-08-21,Government Documents or Benefits Fraud,OH,30-39,Male,31,1086.19
1999-08-22,Government Documents or Benefits Fraud,CA,60+,Other,40,6900.48
1999-08-22,Loan or Lease Fraud,NY,40-49,Female,22,4323.49
1999-08-24,Credit Card Fraud,PA,60+,Female,41,16651.94
1999-08-25,Bank Fraud,FL,18-29,Male,29,12684.49
1999-08-26,Bank Fraud,TX,40-49,Male,39,1648.8
1999-08-29,Credit Card Fraud,FL,50-59,Male,35,939.9
1999-08-29,Bank Fraud,PA,50-59,Female,26,1929.93
1999-09-01,Bank Fraud,CA,60+,Male,33,1599.26
1999-09-02,Credit Card Fraud,CA,18-29,Male,20,1866.83
1999-09-03,Credit Card Fraud,MI,30-39,Male,28,1609.94
1999-09-05,Government Documents or Benefits Fraud,FL,40-49,Female,37,1842.04
1999-09-05,Credit Card Fraud,NY,40-49,Female,35,1794.76
1999-09-05,Tax-Related Fraud,TX,50-59,Male,38,8089.4
1999-09-07,Employment Fraud,CA,30-39,Female,28,1132.12
1999-09-09,Bank Fraud,TX,18-29,Female,31,7417.54
1999-09-11,Credit Card Fraud,FL,30-39,Male,45,10172.54
1999-09-11,Loan or Lease Fraud,PA,18-29,Male,22,2740.36
1999-09-12,Credit Card Fraud,FL,30-39,Male,22,6210.84
1999-09-13,Phone or Utilities Fraud,TX,40-49,Female,44,959.05
1999-09-14,Government Documents or Benefits Fraud,PA,40-49,Male,48,14362.57
1999-09-17,Loan or Lease Fraud,IL,50-59,Female,39,1867.1
1999-09-18,Credit Card Fraud,PA,40-49,Female,39,9431.91
1999-09-20,Government Documents or Benefits Fraud,CA,30-39,Female,38,1426.0
1999-09-21,Employment Fraud,CA,18-29,Male,12,
1999-09-21,Government Documents or Benefits Fraud,NY,40-49,Female,51,199.39
1999-09-24,Credit Card Fraud,GA,30-39,Female,43,1203.81
1999-09-24,Loan or Lease Fraud,GA,60+,Female,53,4745.44
1999-09-25,Phone or Utilities Fraud,FL,40-49,Female,32,9842.79
1999-09-26,Bank Fraud,CA,30-39,Female,26,913.0
1999-09-27,Government Documents or Benefits Fraud,TX,30-39,Male,10,7086.08
1999-09-27,Credit Card Fraud,NY,18-29,Male,34,494.81
1999-09-29,Bank Fraud,PA,40-49,Male,34,4060.16
1999-09-29,Credit Card Fraud,CA,30-39,Female,13,1876.27
1999-09-29,Bank Fraud,TX,40-49,Female,41,3424.31
1999-09-29,Credit Card Fraud,CA,18-29,Male,12,2909.84
1999-09-29,Government Documents or Benefits Fraud,PA,40-49,Female,31,1596.29
1999-10-02,Employment Fraud,NY,50-59,Male,21,10817.2
1999-10-04,Phone or Utilities Fraud,CA,40-49,Male,45,2997.68
1999-10-05,Government Documents or Benefits Fraud,NY,30-39,Female,41,41536.93
1999-10-05,Credit Card Fraud,CA,40-49,Female,40,1116.47
1999-10-05,Credit Card Fraud,IL,30-39,Female,23,5032.74
1999-10-06,Credit Card Fraud,CA,50-59,Male,36,7232.02
1999-10-07,Tax-Related Fraud,TX,40-49,Male,28,4539.69
1999-10-08,Credit Card Fraud,MI,50-59,Male,20,
1999-10-09,Loan or Lease Fraud,FL,40-49,Male,38,3046.92
1999-10-09,Credit Card Fraud,FL,30-39,Male,37,2680.03
1999-10-10,Credit Card Fraud,NC,60+,Female,33,
1999-10-11,Bank Fraud,MI,30-39,Female,42,4859.95
1999-10-12,Phone or Utilities Fraud,NY,50-59,Female,41,3046.64
1999-10-12,Credit Card Fraud,NY,50-59,Male,31,628.53
1999-10-13,Credit Card Fraud,TX,30-39,Male,36,13396.23
1999-10-17,Loan or Lease Fraud,NY,18-29,Female,32,5506.25
1999-10-17,Phone or Utilities Fraud,NC,50-59,Female,26,1441.21
1999-10-18,Bank Fraud,CA,30-39,Female,23,3295.25
1999-10-18,Credit Card Fraud,NY,18-29,Male,57,3345.22
1999-10-20,Credit Card Fraud,FL,40-49,Female,36,11222.44
1999-10-22,Credit Card Fraud,NY,30-39,Male,22,3709.01
1999-10-23,Credit Card Fraud,NY,40-49,Male,32,1956.79
1999-10-24,Phone or Utilities Fraud,FL,40-49,Male,18,1368.08
1999-10-24,Bank Fraud,OH,30-39,Female,40,7419.61
1999-10-26,Bank Fraud,CA,30-39,Male,29,4434.76
1999-10-26,Tax-Related Fraud,TX,30-39,Female,57,3916.2
1999-10-26,Bank Fraud,GA,60+,Female,45,3597.69
1999-10-27,Credit Card Fraud,CA,30-39,Female,42,5929.75
1999-10-29,Loan or Lease Fraud,TX,60+,Female,40,13116.33
1999-10-29,Bank Fraud,CA,50-59,Male,24,4106.67
1999-10-29,Bank Fraud,CA,30-39,Female,37,10809.43
1999-10-31,Credit Card Fraud,TX,40-49,Female,18,3281.98
1999-10-31,Phone or Utilities Fraud,OH,30-39,Male,20,3599.88
1999-11-01,Phone or Utilities Fraud,CA,40-49,Other,39,2840.31
1999-11-02,Government Documents or Benefits Fraud,NY,18-29,Female,29,2500.91
1999-11-02,Bank Fraud,CA,50-59,Female,37,5756.0
1999-11-02,Credit Card Fraud,CA,18-29,Male,27,6077.2
1999-11-03,Government Documents or Benefits Fraud,TX,50-59,Male,53,10126.39
1999-11-04,Tax-Related Fraud,FL,40-49,Male,19,344.62
1999-11-05,Employment Fraud,TX,18-29,Female,47,8065.49
1999-11-10,Phone or Utilities Fraud,CA,50-59,Male,40,893.18
1999-11-10,Phone or Utilities Fraud,IL,40-49,Female,49,561.88
1999-11-11,Bank Fraud,FL,18-29,Female,62,3966.67
1999-11-12,Credit Card Fraud,NY,40-49,Female,48,13812.11
1999-11-14,Loan or Lease Fraud,TX,18-29,Female,45,4953.21
1999-11-14,Loan or Lease Fraud,OH,40-49,Male,46,9224.08
1999-11-14,Employment Fraud,MI,40-49,Male,32,3543.59
1999-11-16,Credit Card Fraud,CA,40-49,Female,40,11596.05
1999-11-16,Phone or Utilities Fraud,IL,40-49,Female,47,1968.46
1999-11-18,Loan or Lease Fraud,TX,50-59,Female,39,2441.62
1999-11-20,Loan or Lease Fraud,IL,50-59,Male,36,8760.25
1999-11-20,Bank Fraud,GA,30-39,Male,57,304.46
1999-11-21,Phone or Utilities Fraud,IL,50-59,Female,51,5069.1
1999-11-21,Government Documents or Benefits Fraud,FL,18-29,Female,14,7993.22
1999-11-22,Phone or Utilities Fraud,CA,30-39,Male,56,3227.96
1999-11-22,Credit Card Fraud,FL,50-59,Male,48,3838.29
1999-11-24,Employment Fraud,PA,50-59,Female,37,24408.55
1999-11-24,Credit Card Fraud,IL,40-49,Male,53,6526.72
1999-11-25,Government Documents or Benefits Fraud,IL,60+,Male,35,5715.35
1999-11-25,Bank Fraud,MI,40-49,Male,35,13230.06
1999-11-26,Loan or Lease Fraud,CA,30-39,Male,46,35903.78
1999-11-27,Loan or Lease Fraud,CA,30-39,Male,44,1718.89
1999-11-27,Loan or Lease Fraud,FL,30-39,Male,60,7733.25
1999-11-28,Credit Card Fraud,CA,50-59,Male,47,786.82
1999-11-29,Phone or Utilities Fraud,CA,30-39,Female,43,2936.44
1999-12-01,Loan or Lease Fraud,NY,30-39,Male,63,3221.93
1999-12-04,Loan or Lease Fraud,TX,40-49,Male,64,11426.34
1999-12-04,Government Documents or Benefits Fraud,CA,18-29,Male,55,2528.72
1999-12-05,Bank Fraud,CA,40-49,Female,35,3694.72
1999-12-05,Credit Card Fraud,IL,30-39,Female,40,6595.87
1999-12-05,Credit Card Fraud,GA,30-39,Female,59,
1999-12-06,Phone or Utilities Fraud,NC,40-49,Female,56,298.55
1999-12-07,Phone or Utilities Fraud,CA,18-29,Male,54,8183.28
1999-12-08,Bank Fraud,CA,50-59,Male,35,2489.93
1999-12-09,Loan or Lease Fraud,CA,18-29,Female,37,499.98
1999-12-09,Employment Fraud,NY,18-29,Male,46,1179.35
1999-12-09,Phone or Utilities Fraud,PA,50-59,Female,35,9728.14
1999-12-09,Bank Fraud,OH,40-49,Female,58,2756.9
1999-12-11,Loan or Lease Fraud,NC,18-29,Female,49,539.42
1999-12-12,Credit Card Fraud,NY,40-49,Female,36,2977.16
1999-12-12,Phone or Utilities Fraud,FL,40-49,Male,53,1590.19
1999-12-13,Phone or Utilities Fraud,PA,40-49,Female,31,1010.63
1999-12-13,Loan or Lease Fraud,MI,18-29,Female,40,6421.75
1999-12-17,Credit Card Fraud,TX,30-39,Female,65,1866.33
1999-12-18,Credit Card Fraud,FL,50-59,Female,41,5384.31
1999-12-19,Bank Fraud,CA,30-39,Male,54,4035.06
1999-12-20,Bank Fraud,IL,30-39,Female,45,663.02
1999-12-21,Bank Fraud,CA,50-59,Female,36,2665.87
1999-12-21,Credit Card Fraud,NY,30-39,Male,61,
1999-12-22,Credit Card Fraud,TX,30-39,Female,55,975.61
1999-12-24,Employment Fraud,CA,60+,Male,52,3514.96
1999-12-24,Employment Fraud,OH,18-29,Male,40,5353.36
1999-12-24,Phone or Utilities Fraud,CA,40-49,Male,57,1253.72
1999-12-25,Credit Card Fraud,TX,50-59,Female,58,360.78
1999-12-26,Tax-Related Fraud,IL,18-29,Female,50,3725.09
1999-12-27,Bank Fraud,TX,60+,Male,56,1779.51
1999-12-28,Bank Fraud,OH,40-49,Female,52,11476.93
1999-12-30,Phone or Utilities Fraud,TX,40-49,Female,50,1097.49
2000-01-01,Bank Fraud,OH,40-49,Male,92,1294.19
2000-01-01,Credit Card Fraud,TX,40-49,Male,99,9834.19
2000-01-02,Employment Fraud,TX,40-49,Female,88,6730.22
2000-01-03,Credit Card Fraud,MI,30-39,Female,83,19364.81
2000-01-03,Bank Fraud,NY,30-39,Female,108,2733.91
2000-01-04,Credit Card Fraud,PA,50-59,Female,92,3027.19
2000-01-05,Bank Fraud,CA,50-59,Male,99,2476.14
2000-01-06,Phone or Utilities Fraud,CA,18-29,Male,94,2028.62
2000-01-07,Credit Card Fraud,TX,40-49,Male,86,10333.43
2000-01-08,Credit Card Fraud,TX,18-29,Female,77,1150.91
2000-01-09,Employment Fraud,GA,40-49,Female,81,3936.33
2000-01-09,Loan or Lease Fraud,GA,18-29,Male,95,708.43
2000-01-09,Employment Fraud,CA,40-49,Female,77,1875.11
2000-01-11,Tax-Related Fraud,FL,40-49,Female,81,2746.79
2000-01-12,Phone or Utilities Fraud,TX,18-29,Female,93,31100.83
2000-01-12,Employment Fraud,FL,40-49,Male,80,7945.14
2000-01-14,Government Documents or Benefits Fraud,MI,18-29,Female,87,1065.61
2000-01-14,Phone or Utilities Fraud,CA,50-59,Male,92,3322.34
2000-01-16,Credit Card Fraud,TX,40-49,Male,100,6113.27
2000-01-16,Phone or Utilities Fraud,GA,40-49,Male,116,7232.3
2000-01-18,Phone or Utilities Fraud,PA,40-49,Male,103,6843.92
2000-01-18,Phone or Utilities Fraud,CA,18-29,Female,71,2046.65
2000-01-18,Credit Card Fraud,TX,18-29,Female,91,20722.96
2000-01-18,Bank Fraud,NY,30-39,Female,87,4095.98
2000-01-21,Loan or Lease Fraud,NC,18-29,Female,78,7272.44
2000-01-21,Government Documents or Benefits Fraud,IL,18-29,Male,104,2854.4
2000-01-22,Bank Fraud,OH,50-59,Female,75,20420.14
2000-01-23,Bank Fraud,FL,60+,Female,106,3501.96
2000-01-26,Bank Fraud,NY,30-39,Female,73,1445.83
2000-01-26,Phone or Utilities Fraud,TX,30-39,Female,85,2318.22
